asin,reviewId,title,content,star
B07RX3JWSB,RDYN766RXVL0A,USB b - euer Ernst.??? Ich bin reingefallen,"Es tut was es soll, aber. Warum u s b b? Ein Grund es retour zu geben. Die Zeit ist lange vorbei und in der Beschreibung stand nur usb. Liegen die Dinger schon 5 Jahre rum? Echt schade",3
B084GTXTMD,R2YNKSORAOZ01W,Perfect iPad Charger!,"I purchased two of these charges on the day they came out. They are PERFECT for my new iPad 4 Air and my 12.9"" iPad Pro. The charger is very small and super convenient to carry. It charges my iPads incredibly quick! I don't know why anyone with an iPad with a usb-c connection would use any other charger than this! I HIGHLY RECOMMEND!",5
B01K9MQ8WW,R2UVIXPWKUEMS2,Great way to expand outlets,Great way to expand the outlets in your vehicle. Much faster charging as well.,5
B07MDGFXLC,R1KD319RP0RSOA,Cha wall plugs,Charging power a little slow,5
B07THHQMHM,R1FPZN0DR4LEW6,Wall plug sold separately,"When reading the instructions, it recommends a retain kind of power outlet adapter (which is not included) so I gotta ended up buying that product separately. Kinda wished they were sold together.

I’m new to touch charging, but I think I would just prefer to plug it in. However, if you need to use the headphone port and charge at the same time, it’s helpful",4
B07R7K2QMW,R39DDHTU5OJRD,Fast fast,Charges really fast,5
B083J229RJ,R2TVP0GY5ALT9M,Not the best travel charger,"I intended to use the Baseus Charger to replace other chargers I use for travel. The issue I had was that due to the length of the unit it tends to fall out of an outlet too easily, specifically at hotels which often have ""well worn"" (read worn-out) outlets. I decided to use it in a power strip where it stands upright. As a charger it works just fine, handling my IPad, Note 20 Ultra, and Galaxy Watch without issue. The Note 20 charges at the Super Fast rate. It is worth mentioning that the middle USB port does not charge at that rate. It is suitable for my Galaxy Buds and watch. It is an adequate charger, just not the best for travel, at least for me.",3
B0795DJXNH,R29FVK6DFL4RVF,Sleek charging,"Works great, and looks super cool and sleek. I have a Ford fusion and fits down perfect and it looks nice. Has a nice blue night to the USB port which I love",5
B085RV8XQ4,R2QUHLZJ9BZIFY,Great product.,Easy to use. Simple. Straight forward. Fast charging. Love it.,5
B0119BUJDQ,R3EQRJCMVO13OG,This item works as intended.,"It was affordable and it works as intended. I would purchase this item again. I am just using it right now to adapt my external computer speakers, but it works well for charging my phone too. I will be buying another one soon.",5
B07QVL8ZXW,RGZ66HDJFNBWZ,Long enough and powerful for my mom's iPhone,"I bought it for my mom. She has an iPhone, and she needs some extra cords for that: for car and for bedroom. Long enough to plug cord and charger in under the bed in an electrical socket. The charger is powerful enough for our needs. The cost much more affordable for pair than for original cords and it looks more durable too.",5
B07ZCCVL5Q,R3I6J1S4LB4O2N,Not good for apple watch.,"Easy to set up and use but not good for apple watch. Charges the phone ok, but during the night it stops charging the watch, and then the watch starts beeping which wakes you up. If you put it back on the charger, it may continue to charge, or may not. And it will not charge to 100 percent.",3
B07RHPXT5K,R1ZK6FTQDVCS36,"Sleek, fast charging, high quality",Sleek and discreet. Charges rapidly. Looks great. Quality product.,5
B0795D7KBD,R16VD46RXTH6CM,No quick charge,"Got it in perfect condition. The packing was better than I thought it would be. BUT. THIS IS NOT A QUICK CHARGE CAR CHARGER! The title is tricky and made me think this is a QC charger. Why do you need to mention supported devices if this isn't a QC charger? That's why it's 4 stars. I wasted money on this as I got tricked by the title. As a regular charger, it works and looks great. If you don't need a QC charger this thing is great.",4
B01N6WNZGP,R1CP29JRAY4MIV,Don't buy!!,Worked for all of a day!!,2
B07L9Q5GD3,R2918FZ8O63Y8P,Hello,I like it,5
B083FPYQF9,RNR3LV3YQSDEC,Great,Great,5
B07LG1QS9Y,R3NOBWMCGVINGI,Great chargers,They all work great.,5
B07TBLHKHG,R2SVSBA2HC7AGR,Only one works!,Purchased 1/10 and used 1 immediately and it worked great. Went to use the second one yesterday (1/30) and it is dead. The one that works work great. Would have been nice to get two working ones,2
B099Q3FBQK,RECJ1GPV4RHJU,Works fine for Galaxy S9+,"Charger does not tell you when the phone is fully charged, otherwise it works fine.",4
B07S5B2YRM,R3OHZ71IHGZTNT,Fine quality for my needs.,Arrived on time. Fine quality for my needs. Great price.,5
B07MH24J43,RR37L9ZFTWUOC,That it would work like it's supposed to,My daughter loved it,5
B07YGTN6W1,ROHDWOY6D330G,Good,"Simple to use, works well and doesn't have a hard time finding the phone like other chargers I have used.",5
B0773BYS6P,R3FGCPCZQ97RW3,Does not work,Item does not work in my vehicle. Other reviewers have noted it does not work with some popular vehicles,1
B0785HHL3T,R1TP19DEGYKUDR,Fast dual wall charger. Two at that.,"You get two dual wall charger and its faster then a regular one. Now all you need is fast charger for your phone, then you got it made. They do get hot sometimes. I love them. Best price.",5
B09CD8GVY5,R3B5KLNWK8GP2U,Good iPhone chargers,Good chargers. Have not had any issues.,5
B087LV1KZ1,R14K0UW3WLTJRQ,"Product works great, and arrived fast!","Great quality and priced right.
One of the best chargers I have purchased for my phone! it fast charges my Samsung Galaxy extremely fast. I highly recommend this product",5
B08NCFN2H4,R1OXW430DCP2SI,A waste of money,Horrible product won’t charge,1
B07L1MPGHY,R260NATC13Z4SH,Great usb charger,Works great,5
B09LLHVKZJ,R2O5U6COFKLL8V,Does not work,Opened today and it will not charge. the ipad shows a quick flicker but it does NOT charge.,1
B07Z1QC7QZ,R29UBQQ01AIF3A,Flat out for 3 months,Am in rehabilitation facility needed iPhone filled the bill.,5
B075SBMDYL,R2VMQMNX3Q1GJA,fast and reliable,fast and reliable,5
B082W23XXL,R24WFD994CLBJ9,They don’t last!,They’re ok in the beginning but they start to not work after a short time. They also won’t still inside the phone. They slip out very easy. Will not buy again!,2
B08KSKNGRZ,R322WJ1KN93YJL,Highly Disappointed,"This product charges very slowly. When charging anywhere from 5-15% to fully charged with the cord usually takes approximately 1 hr 5-10 minutes. With this wireless charger, it takes approximately 2 hrs 15 mins and that's without the cover protector on my cellphone. I didn't use it right away and now I'm sorry I didn't. I would have returned it for my money back. It's worthless to me.",2
B081SFD21W,RUU93MYRXD4LZ,Great,Love how it has USB type c to plug into,5
B07S82CRXJ,R27HAVMIH2Z1N,It just works,Works,5
B09CDL7KQY,R14AOCJDBNYM9H,Both are really fast chargers,"The new Samsung 22S Ultra has an extra large 5,000mAH battery, but does not come with cables or chargers. My old chargers were too slow. This charger will charge my 22S Ultra from 15 to 100% in 1 hour and 5 minutes. It is a bit faster if the phone is face down on a metal surface to absorb heat from the phone. The car charger works equally well in the super fast PD charger mode. Some of my old cables don't support the fast charge, so it was nice that two new cables came with the chargers. The price was right and the charging times were great!",5
B01N2HIR9R,R101NIS9ECR2LF,One Star,Got easily broken. Poor customer seevice,1
B07QVPJL2K,R2746J1Q8CV24B,It Works fine,Used at home for USB devices and works as expected.,5
B01CH9NEM2,R1WR9GFLG824AW,This product works fine and does the rapid-charge on my Nexus 5x,"This product works fine and does the rapid-charge on my Nexus 5x, so that's good.

I have two issues, which are pretty YMMV as far as ""issues"" go:
1. The coiled cable is really, really short. Like, even when I stretch it with my hands, its maximum stretch is like, 2 feet at most. When coiled, it's less than a foot. Which might be fine if that works for your car, but it makes it basically impossible for me to actually do anything, even pick up and check the screen, of my phone when it's plugged in. (My previous car charger was more like 2 feet coiled and 3-4 feet stretched, so it was much more manageable.)
2. The blue LED. WHY does there need to be a BRIGHT BLUE LED on this? It's blinding when driving at night - depending on the angle relative to your eyes, probably, but that's just the way my car slot is set up - and blue KILLS night vision. (Couldn't it be red, if you really need to have a charging indicator at all beyond your device actually charging?) It literally casts a blue glow on my car ceiling, which I always mistake for cop car lights, and I could probably cast shadow puppets in the light on my ceiling if I wanted to. I don't understand at all why every single techy thing these days *has* to have blue LEDs - at least don't put it on things meant for use in the car!",3
B07KVQXJSY,R3AVT05BFOLQYN,Better than most,I have purchased multiple chargers and so far this one has held up better than any other. Months later it is still fast charging and has not died like most others.,5
B0963X1CHR,RJODQZLE4IO4F,Didn’t last,I bought this to charge both an android and apple phones. Worked good for five months. Now it is trash. Will have to look for something else.,2
B08CDQ4SS5,R27W6APU8MVOA7,10/10,Amazing !!! Super fast charging and super Nice to use ! 10/10 would recommend !,5
B097ZFS9MB,RNRUMHUUUXEW2,Still Works,This item works as expected and I have had it for a few months and it is still working!! I have purchased other brands in the past and they initially work and then after a couple of months they either lose charging capacity or just stop working.,5
B07MNY6MBB,R1LQM64YZ23W4F,Stopped working after a month.,Light is turned on but it doesn't charge my device. I also tried replacing the cable. No luck.,1
B07GZNVLN8,R2OFZ3QNTZAWYD,its ok,Its ok,3
B07DFWKBF7,R2II27FYDQ6744,Great price for a great product,Great product great price,5
B085DB4WT1,R1F8CRGY467T87,Great product excellent!,Great product! Works great with my iPhone XR! We absolutely love it! Thank you,5
B07VSMK849,RVDUZ0I1K88DN,More than enough power.,Reliable power and plenty of it. Couple this with Ankers Type III charging cables and youll have the best you can buy.,5
B09TDJKSPV,R6LQI0IKXEMHF,Not very good at all,Doesn't work very well,1
B098Q7K6XZ,R238JPQ6YPEP3Y,Fast charge,Fast charging,5
B09GJXVHVK,R14Q5MJK7MOJ33,"Works ok, but lacks basic features",There is no documentation or indicator light it is plugged in.,3
B0879H14GQ,R2X0T8HOIS288O,My honest opinion.,Reliable fast charging etc.,5
B08L5M9BTJ,R1TMOAOUZGLCE,Holy Cow!,"This charger is blazing fast! Charges my phone to 100% in 20-30 minutes! Package is 100% Apple Certified and authentic, i don’t know why are people complaining it isn’t original…it even comes with the plastic covering all apple products come with..",5
